age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,mood_rating,physical_activity_hours_per_week,location_type,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,mindfulness_minutes_per_day
43,1,6.5,3.1,1.5,1.8,1.0,1.3,3.2,2.4,0.9,7.5,8,4.8,Urban,0,1,131.5,15.3
17,2,2.3,5.1,2.1,1.1,1.1,2.0,0.3,4.1,2.6,7.5,3,3.6,Suburban,1,0,58.5,24.0
50,0,7.8,3.1,2.2,1.3,0.5,2.0,1.6,2.4,1.5,7.0,8,3.2,Urban,1,0,278.2,15.1
15,0,9.4,2.0,2.2,1.5,0.0,3.6,1.6,4.1,1.2,4.4,3,1.4,Suburban,0,1,115.3,8.2
35,0,5.5,3.2,0.8,0.0,0.0,0.4,2.4,2.6,1.1,5.3,6,5.3,Urban,1,0,183.4,28.5
49,0,5.4,4.0,3.3,0.5,0.4,0.7,0.6,2.5,1.6,6.9,4,5.3,Urban,0,1,139.1,11.8
49,1,6.3,3.8,2.1,1.1,4.1,1.6,2.5,2.1,0.1,5.9,7,5.1,Urban,1,0,13.1,21.2
22,1,8.0,3.8,1.3,1.8,2.0,2.4,0.9,3.8,2.1,6.2,8,3.6,Urban,0,0,142.6,6.6
22,1,5.4,1.8,1.5,1.3,3.4,1.5,1.6,2.7,1.6,5.2,10,3.0,Suburban,0,1,156.0,18.5
31,1,7.9,4.2,2.3,1.2,1.2,1.4,3.6,1.5,0.6,6.7,6,5.2,Suburban,0,0,122.7,5.6
29,0,7.0,3.0,0.6,0.9,1.0,3.4,3.0,2.9,0.0,8.3,10,4.9,Rural,0,1,222.5,12.6
33,1,10.7,1.9,2.9,1.2,3.2,2.6,2.1,1.9,0.9,6.9,4,1.2,Rural,0,1,239.6,5.1
26,0,5.3,4.1,2.2,0.7,1.9,0.8,0.3,1.8,1.5,7.7,8,3.6,Urban,0,0,164.4,25.2
21,1,2.0,2.3,3.6,0.6,0.5,1.4,2.4,4.0,1.4,7.6,7,4.3,Urban,0,1,171.2,8.2
58,1,3.1,0.6,2.1,0.7,2.1,2.6,2.5,2.3,1.3,6.1,10,1.7,Suburban,1,0,92.4,1.1
13,1,6.0,1.5,0.9,1.7,2.8,0.5,0.0,5.3,1.9,6.3,8,4.8,Rural,0,0,92.2,10.8
63,1,8.1,2.7,0.8,0.6,0.1,2.6,2.4,3.5,0.0,8.3,10,4.4,Urban,0,1,117.3,14.3
57,1,4.7,3.9,1.6,0.8,2.0,1.6,0.7,1.5,1.1,7.4,7,2.2,Urban,0,0,250.0,9.8
25,1,5.5,1.7,1.7,1.2,0.1,2.4,0.2,1.4,1.5,7.7,3,0.3,Urban,0,0,122.6,3.5
16,1,7.4,2.6,1.4,0.6,2.7,2.1,0.7,0.9,1.7,6.7,3,4.2,Rural,1,1,215.9,18.3
13,0,4.1,1.2,2.1,1.1,1.7,0.7,0.0,3.3,2.1,6.0,9,6.9,Rural,0,0,113.9,20.1
61,1,4.8,4.5,1.4,1.1,2.1,1.2,1.5,1.4,1.0,6.2,7,3.5,Urban,1,0,101.9,0.0
52,1,3.7,5.6,2.3,0.7,1.3,3.7,0.8,0.0,1.3,8.2,1,4.3,Rural,0,1,125.0,3.0
44,0,8.4,5.4,1.5,0.9,0.0,4.8,3.4,0.4,0.5,6.5,3,0.7,Urban,0,1,123.7,8.7
46,1,9.1,4.4,2.6,0.5,1.1,0.0,1.6,1.1,1.6,8.0,1,2.9,Urban,1,0,113.7,5.8
40,0,2.8,4.3,1.7,1.7,2.4,3.3,1.1,2.9,0.3,8.2,6,2.8,Suburban,0,0,228.1,14.2
43,0,5.7,0.0,3.2,1.1,3.5,2.4,0.1,2.4,1.8,7.6,2,1.2,Urban,0,0,147.3,24.7
20,1,8.8,3.3,2.7,0.5,1.8,4.5,1.5,3.7,2.4,7.5,7,3.9,Urban,0,0,140.1,7.0
51,0,6.8,2.3,2.2,1.1,0.8,1.3,3.6,1.3,1.7,8.5,8,3.8,Rural,0,1,151.3,22.6
38,1,5.0,4.3,1.8,1.1,2.0,3.1,3.9,2.1,2.5,5.5,6,2.4,Suburban,0,1,195.7,0.0
46,0,2.9,0.0,0.5,0.0,2.3,1.6,1.6,4.8,0.7,6.0,5,3.0,Rural,0,1,151.3,13.6
15,1,8.3,3.3,3.4,1.7,1.6,3.5,1.9,2.1,0.0,5.0,10,7.1,Urban,0,1,165.3,5.2
62,0,6.7,2.7,1.3,0.5,1.6,4.8,2.8,2.8,1.0,4.7,4,1.8,Urban,1,1,200.9,13.8
24,1,3.1,4.7,2.1,2.0,1.7,2.3,0.8,1.6,0.6,6.4,9,0.7,Urban,1,0,96.5,0.0
13,0,8.4,5.3,2.3,1.4,1.5,0.6,2.4,2.2,0.7,6.8,8,0.7,Rural,1,0,108.1,0.0
56,0,2.8,1.6,1.8,0.4,1.8,3.7,4.8,3.1,0.0,7.1,5,3.5,Urban,1,0,155.4,13.8
17,1,5.6,1.7,3.4,0.8,3.3,2.7,2.9,3.4,1.4,5.7,1,0.0,Urban,1,1,114.6,5.0
42,1,5.5,3.3,0.8,1.5,0.0,2.5,2.9,2.7,1.2,6.0,8,2.0,Urban,1,0,138.4,7.4
42,0,9.2,5.6,3.7,0.9,1.3,3.9,3.6,2.2,2.0,7.5,8,1.1,Suburban,0,1,94.9,24.7
29,0,5.5,3.1,2.7,1.6,0.6,0.6,3.1,2.7,1.8,4.7,7,2.9,Urban,0,0,106.9,11.1
60,1,5.5,1.1,1.8,0.8,2.7,1.1,1.7,1.5,1.0,6.5,7,2.9,Urban,0,1,205.5,17.2
59,0,3.3,2.1,1.8,1.0,1.4,2.7,0.6,2.2,2.1,8.1,8,3.7,Urban,0,1,131.7,3.9
35,2,4.7,3.3,0.0,1.5,2.1,1.1,1.8,2.9,2.1,6.2,1,4.2,Urban,0,0,127.1,0.0
27,0,4.4,3.4,1.2,1.3,2.9,1.6,0.8,3.8,0.7,6.0,3,5.3,Urban,0,1,108.6,9.4
49,1,4.5,1.9,1.6,0.5,0.4,3.5,1.7,1.3,1.4,8.0,4,2.3,Urban,0,0,105.7,0.0
33,0,6.0,2.1,2.2,1.2,1.0,2.5,1.0,2.3,2.7,4.8,6,1.7,Rural,1,1,98.1,4.4
26,1,1.1,1.5,3.3,1.1,2.8,0.6,1.5,1.2,1.5,5.5,10,4.7,Urban,1,0,85.4,11.9
14,2,3.0,4.7,4.0,0.5,0.4,2.5,0.2,1.9,0.4,5.6,10,0.0,Urban,1,0,114.8,9.1
23,0,5.8,1.7,2.3,0.3,1.0,3.5,1.2,3.8,0.1,7.3,9,4.5,Urban,0,0,144.2,12.7
63,1,6.2,2.3,2.2,0.0,0.0,2.2,2.5,1.8,0.0,4.6,4,3.3,Rural,1,0,182.0,14.8
51,0,5.5,2.3,1.5,0.9,2.9,3.0,2.8,2.4,0.0,8.0,6,3.9,Urban,1,1,145.8,0.4
50,1,5.9,0.6,0.3,1.0,0.9,1.4,2.5,0.9,0.7,6.5,9,3.7,Rural,1,1,99.6,2.5
46,2,5.2,1.7,1.4,1.3,1.9,2.3,1.5,1.8,1.0,7.8,9,3.3,Rural,1,0,122.9,0.0
50,2,6.0,4.8,1.8,1.4,2.2,0.1,2.1,0.5,0.2,8.0,6,3.4,Urban,0,0,119.9,7.0
62,0,6.9,1.2,3.0,0.8,0.7,2.8,4.3,2.9,0.5,5.6,5,0.8,Urban,0,1,116.9,15.9
46,1,6.9,1.6,2.5,1.0,0.0,2.4,1.1,3.0,0.2,6.5,3,1.7,Suburban,1,0,131.1,21.9
30,0,4.6,1.0,2.2,0.6,1.3,0.5,3.9,2.9,0.0,6.2,5,6.6,Suburban,0,0,194.5,11.5
42,1,7.8,2.9,1.4,1.0,1.3,3.8,0.3,3.0,1.0,6.4,3,4.3,Suburban,0,0,183.7,21.0
27,1,6.3,5.8,0.0,1.5,1.4,2.7,0.0,2.9,1.9,5.8,5,5.1,Rural,0,1,229.8,13.1
39,0,8.5,2.8,0.1,1.1,1.4,1.2,1.8,0.5,0.7,7.8,10,2.3,Urban,0,1,105.3,10.9
63,1,8.9,3.1,0.3,1.6,1.0,2.8,2.0,1.5,2.3,6.3,10,3.2,Suburban,1,1,94.2,5.1
46,1,3.1,1.8,1.7,1.5,1.0,0.8,0.6,0.0,1.4,6.1,1,4.1,Urban,0,0,131.5,0.0
64,2,4.3,2.9,3.0,1.7,1.8,1.0,1.6,1.9,2.1,7.8,6,5.4,Suburban,0,1,208.3,19.8
50,1,7.6,4.8,3.0,1.1,0.7,0.8,2.5,1.4,1.2,7.5,7,2.7,Suburban,1,1,44.8,9.6
45,1,2.7,3.2,2.8,0.7,1.4,0.8,0.8,2.4,1.9,6.8,2,4.0,Urban,0,0,155.7,21.1
36,2,8.8,6.2,1.5,1.3,0.9,2.5,3.2,5.7,0.0,6.0,3,4.4,Urban,1,1,133.1,2.4
27,1,5.3,4.9,3.1,0.8,1.8,2.1,3.4,3.5,2.0,8.3,10,4.9,Urban,0,1,181.2,29.4
42,0,7.2,2.9,1.1,1.3,2.6,2.9,3.5,4.5,1.2,5.2,9,2.6,Urban,1,1,171.0,8.0
54,2,5.8,2.8,2.9,0.7,2.6,0.0,0.9,3.6,2.3,7.8,8,5.6,Rural,0,1,181.0,4.5
63,2,3.2,5.4,0.3,0.6,2.8,1.5,1.1,2.4,0.9,7.3,4,0.2,Suburban,0,1,174.5,8.3
29,0,8.1,3.2,0.8,1.6,1.2,1.5,1.8,2.5,2.9,5.0,8,0.7,Suburban,0,1,290.1,11.4
17,1,11.5,5.1,3.7,0.5,1.2,2.1,1.7,3.6,1.7,6.6,8,4.0,Urban,1,1,239.2,9.4
41,1,5.0,6.0,1.8,1.5,0.2,2.0,1.6,2.8,0.3,4.9,6,3.9,Urban,0,0,191.3,5.9
16,0,5.4,2.7,1.3,1.3,1.2,2.3,2.9,2.1,2.3,6.1,1,2.5,Urban,0,0,125.7,0.0
22,0,0.7,3.5,3.1,1.0,1.2,2.1,2.7,4.4,0.1,6.8,2,2.1,Urban,1,1,131.2,3.6
29,0,8.7,4.5,3.2,0.1,0.9,1.4,1.0,3.1,0.1,5.3,4,2.1,Suburban,0,1,207.5,18.6
22,1,7.8,4.2,1.6,1.7,0.9,1.5,0.6,0.6,2.5,3.7,4,1.2,Rural,1,0,209.4,3.0
29,1,2.5,4.1,2.3,0.5,0.0,1.9,0.5,2.3,1.5,6.3,2,2.9,Urban,1,1,107.5,0.0
32,1,1.9,1.0,2.1,1.5,0.2,2.6,0.9,2.6,1.3,6.8,9,0.0,Suburban,0,0,50.0,1.6
36,0,2.1,1.7,0.0,0.7,1.5,2.1,3.0,2.0,0.7,6.0,2,5.3,Urban,0,1,58.4,9.3
17,1,7.3,2.3,0.6,0.6,1.6,1.1,2.2,2.0,2.0,6.5,6,3.8,Urban,1,1,208.6,3.9
46,2,7.5,4.8,2.9,1.3,2.0,1.0,3.1,2.0,0.9,6.3,5,5.6,Urban,0,1,218.0,7.8
18,0,4.2,1.1,1.2,1.3,1.2,2.6,0.0,0.2,1.4,5.3,4,3.3,Suburban,0,1,150.9,3.6
14,1,7.0,5.3,2.5,0.4,1.5,2.9,2.3,0.0,0.1,8.8,6,2.9,Urban,1,1,166.2,18.1
25,0,6.3,4.2,2.3,1.7,2.8,3.3,2.3,1.7,1.1,6.9,4,3.3,Urban,0,1,239.1,13.9
55,1,5.3,4.7,3.2,0.9,1.4,1.4,3.4,2.0,1.4,6.0,9,1.6,Suburban,1,1,250.7,27.7
55,0,7.9,1.6,0.6,1.0,0.9,0.0,1.5,0.8,1.7,5.5,10,0.5,Suburban,0,0,184.0,6.9
60,0,3.6,3.1,2.4,0.9,0.3,2.5,1.4,1.2,1.5,6.0,7,1.0,Urban,1,0,148.9,7.7
23,0,8.3,3.4,1.9,0.4,2.3,1.1,3.8,2.2,0.9,6.1,3,2.1,Suburban,0,1,128.4,19.5
63,0,4.5,3.4,1.2,1.4,0.0,1.9,1.8,3.8,1.5,6.5,10,1.2,Suburban,0,1,135.9,13.1
59,1,9.6,3.4,1.2,1.1,0.7,2.2,2.2,3.8,2.2,7.9,4,5.7,Urban,1,0,111.3,2.5
35,1,4.0,2.6,2.2,0.6,1.9,2.7,2.6,3.8,0.0,5.5,1,1.6,Suburban,0,0,182.6,14.5
28,0,5.3,3.2,2.6,1.5,0.0,3.1,0.0,1.2,1.0,6.7,6,3.8,Urban,0,0,143.4,13.2
43,1,6.1,4.6,2.1,1.0,0.9,3.4,2.0,2.2,1.4,7.5,2,4.2,Suburban,1,0,109.0,0.0
23,1,6.1,1.3,2.1,1.0,1.6,3.6,0.5,4.1,0.3,5.7,4,5.5,Rural,1,1,206.5,4.8
28,1,7.0,5.3,1.5,1.9,1.1,2.1,1.9,0.2,2.1,5.7,5,4.4,Urban,0,0,177.6,11.5
20,0,3.4,4.5,1.6,0.2,0.5,0.0,1.6,1.9,1.8,4.7,8,2.7,Urban,0,0,162.9,21.6
16,1,5.9,1.6,1.2,0.2,0.9,1.3,1.4,2.8,2.2,8.5,3,6.4,Urban,1,1,142.0,15.6
52,0,6.3,3.6,1.5,0.3,2.3,3.7,2.8,0.3,3.4,7.1,6,0.5,Urban,0,0,172.9,5.5
16,2,4.9,4.4,2.6,1.2,3.3,2.2,2.1,3.1,1.5,5.8,1,1.1,Urban,1,1,132.6,4.3
37,1,6.8,1.1,2.7,0.8,1.6,4.6,0.7,4.5,0.9,5.8,9,3.4,Suburban,0,0,288.5,16.4
15,1,3.3,3.1,0.7,0.9,0.0,1.5,0.7,4.1,2.1,5.3,1,3.2,Urban,1,1,264.1,0.0
44,1,5.3,2.9,1.1,0.5,2.1,4.8,3.0,2.3,0.6,6.7,2,4.6,Urban,0,0,109.1,3.5
15,0,4.5,2.0,1.3,1.8,1.1,2.0,2.0,3.6,1.7,6.1,1,3.3,Suburban,0,0,137.0,21.3
39,1,5.4,3.1,1.9,2.0,0.4,1.5,0.3,0.3,2.2,5.4,8,3.7,Suburban,0,0,105.1,12.4
41,1,8.9,2.1,0.3,1.4,0.7,1.1,1.5,2.9,2.0,5.6,4,5.0,Urban,0,1,56.2,3.9
44,1,8.9,5.1,1.1,0.2,0.7,2.8,1.8,2.1,2.6,7.4,2,3.3,Suburban,0,1,235.3,0.4
62,0,8.5,2.1,0.6,0.8,0.1,0.3,0.5,2.3,0.9,6.0,7,4.4,Rural,0,0,142.5,16.7
63,1,5.1,4.2,2.4,1.4,1.4,1.3,1.2,2.6,1.9,5.0,8,1.5,Urban,1,1,95.3,10.6
31,0,7.8,0.5,2.0,1.0,3.3,1.9,3.1,3.0,1.3,6.6,9,1.6,Urban,0,0,63.4,8.3
33,2,6.2,2.8,1.5,1.5,0.4,0.0,5.0,0.6,1.5,5.7,5,4.8,Suburban,1,1,161.1,13.0
17,1,6.1,3.0,0.9,1.6,3.3,1.9,2.4,1.2,1.5,7.3,3,3.2,Suburban,0,0,167.9,11.3
30,0,5.8,2.7,1.6,2.0,1.7,4.1,0.4,2.2,1.7,8.3,1,3.3,Urban,1,0,170.6,10.7
40,1,9.5,2.4,1.4,0.7,1.4,2.5,1.7,0.2,1.2,4.2,8,1.6,Urban,1,0,203.5,0.0
54,0,8.7,2.0,3.6,1.0,1.2,1.2,2.1,2.7,0.0,5.7,6,2.2,Suburban,1,1,194.8,1.8
34,0,7.5,4.1,3.0,0.8,0.7,1.4,2.9,3.6,1.4,6.7,5,3.6,Rural,0,0,85.6,16.0
33,0,5.7,4.5,1.3,0.0,1.8,2.4,3.0,4.3,1.6,6.4,7,2.4,Suburban,1,0,95.6,14.5
18,1,6.1,2.9,2.2,1.4,2.0,1.4,3.6,2.6,1.2,8.0,5,1.3,Rural,0,0,198.7,13.1
13,1,7.1,1.4,2.9,1.3,0.0,2.6,2.0,5.0,1.6,6.5,4,1.3,Suburban,0,1,119.1,5.3
17,1,5.0,5.7,1.3,0.7,4.0,1.4,2.0,2.5,1.1,6.7,5,1.7,Rural,1,1,76.7,16.1
53,1,7.9,1.7,0.6,0.2,0.0,0.8,0.0,0.9,0.9,7.0,7,2.3,Suburban,0,1,81.3,7.0
24,1,4.2,0.8,0.2,0.8,1.0,3.4,0.8,2.4,2.6,5.7,6,2.4,Rural,0,1,196.8,20.4
38,1,6.8,0.0,3.3,1.4,0.0,2.9,0.4,2.2,3.5,7.1,10,6.1,Urban,0,1,196.0,4.0
58,1,1.4,3.1,1.8,1.7,1.2,0.0,1.0,3.2,2.1,7.0,10,4.8,Rural,0,0,156.4,5.8
46,1,4.9,2.7,2.3,0.6,1.0,1.6,0.6,2.9,0.6,6.6,9,3.6,Urban,0,1,102.9,8.8
61,0,10.2,4.5,1.4,1.6,1.0,3.3,0.7,2.8,1.4,4.2,10,6.7,Urban,1,0,146.9,16.8
26,0,8.1,3.9,0.7,1.3,1.8,1.8,3.3,3.8,1.4,5.6,2,2.8,Suburban,0,1,142.0,9.7
38,1,9.1,3.4,0.9,1.2,1.3,1.3,0.0,1.9,1.9,6.7,7,4.0,Urban,1,1,128.0,10.3
57,1,4.7,2.6,0.7,0.4,2.0,1.7,1.8,3.2,1.4,6.4,1,3.7,Urban,1,1,184.2,6.9
39,1,6.2,4.7,2.8,0.4,0.3,2.1,3.0,2.9,1.8,7.4,8,3.9,Rural,0,1,126.0,12.1
21,2,8.6,5.8,3.5,0.6,1.6,1.8,1.6,2.6,3.0,7.4,4,1.5,Suburban,1,0,177.0,9.4
38,1,7.3,4.5,2.0,0.8,0.9,1.9,3.6,2.4,0.0,6.9,8,2.4,Rural,1,1,166.7,3.7
59,0,7.0,2.3,0.5,1.9,1.1,1.8,1.3,0.8,0.7,7.4,8,1.4,Rural,0,1,77.9,11.0
34,2,9.3,4.2,2.5,0.7,1.8,0.8,4.1,2.2,2.2,7.1,4,3.8,Urban,0,0,249.7,11.2
59,0,3.9,2.4,3.3,1.4,1.0,0.8,0.1,2.3,1.2,5.9,4,3.0,Urban,1,0,178.8,28.8
42,0,5.6,1.3,3.0,0.8,1.4,0.7,3.6,1.6,1.8,6.5,5,0.0,Urban,1,1,70.4,5.1
55,0,2.5,1.7,2.0,1.2,0.3,2.1,0.9,0.7,1.0,5.2,7,4.0,Suburban,1,0,78.2,3.3
60,2,3.8,2.5,1.8,1.0,2.6,2.7,3.7,1.8,2.8,8.3,6,3.4,Suburban,0,0,229.2,12.2
29,0,8.1,3.2,2.0,1.1,2.2,0.9,1.4,1.9,2.4,5.0,1,6.4,Urban,0,0,159.0,2.1
38,0,4.2,6.1,3.2,1.2,1.6,0.2,3.3,0.8,1.5,4.0,6,4.9,Urban,0,1,178.0,1.4
48,0,7.5,1.7,2.8,0.9,1.3,1.0,3.5,0.8,2.9,9.0,3,5.2,Urban,1,1,169.4,0.0
13,0,9.3,5.0,1.6,1.2,1.4,3.7,1.3,0.0,1.5,6.4,9,0.7,Urban,1,0,204.4,3.8
20,0,5.6,2.5,1.6,1.6,2.6,1.6,3.2,2.9,1.3,7.6,3,5.2,Urban,0,1,206.6,4.0
61,1,7.0,0.0,1.5,0.6,2.2,1.7,2.0,3.8,2.7,7.4,9,2.6,Rural,1,0,106.1,0.0
47,1,7.5,2.2,0.9,1.6,2.6,1.0,0.2,2.5,0.0,7.8,5,1.6,Urban,0,0,175.2,8.0
64,1,3.6,4.8,3.4,0.9,1.2,2.7,2.6,2.0,1.4,7.2,10,0.0,Urban,1,1,79.8,0.0
27,1,4.8,3.5,1.2,0.8,2.0,1.9,0.8,0.7,1.6,7.2,8,5.6,Urban,0,0,95.6,13.9
59,1,4.0,3.6,2.5,1.3,2.7,1.1,1.2,0.0,1.0,3.7,9,2.4,Suburban,1,0,134.8,5.5
34,1,4.9,5.0,1.3,0.8,0.6,0.8,0.9,2.5,0.5,5.3,9,2.8,Urban,0,1,65.0,6.7
26,0,7.4,1.4,1.5,1.2,0.5,2.5,2.5,3.3,1.1,3.3,7,3.6,Urban,0,0,111.1,14.7
38,1,4.8,1.4,1.9,1.1,1.8,2.3,0.8,1.4,0.0,5.5,10,6.7,Suburban,0,1,41.4,13.0
40,0,5.9,0.0,2.5,0.0,0.3,0.5,0.5,3.9,2.8,5.9,1,2.5,Rural,1,1,149.0,5.0
35,1,3.9,4.3,1.7,1.2,0.0,3.5,0.7,1.6,2.8,6.4,8,3.0,Rural,1,0,232.1,13.6
26,1,8.5,3.8,0.9,0.3,2.7,1.2,1.1,3.9,1.3,5.4,7,4.9,Urban,0,0,151.6,22.4
36,0,4.9,4.1,2.0,0.3,2.8,0.0,2.6,1.5,0.9,6.1,4,2.4,Suburban,1,0,151.7,1.9
14,0,9.0,1.2,1.2,1.2,0.3,3.8,3.1,0.0,0.0,5.9,6,1.3,Urban,1,0,132.0,16.0
57,1,6.1,0.6,3.5,1.3,0.1,1.9,3.1,3.3,0.5,6.9,10,0.0,Urban,1,0,198.8,1.1
38,0,3.2,1.0,1.7,1.6,0.8,2.5,2.0,1.3,2.7,7.4,2,5.7,Urban,0,1,147.4,19.4
26,0,5.7,1.6,1.3,0.5,2.8,4.0,1.9,0.5,1.2,6.8,4,3.5,Urban,0,1,95.0,4.3
63,1,3.9,5.3,4.0,0.6,1.1,0.8,1.8,3.1,0.7,7.3,8,4.1,Suburban,0,0,158.5,4.0
19,1,7.2,4.5,2.7,1.2,1.6,2.6,2.5,1.3,1.2,6.7,4,2.0,Rural,0,1,227.6,19.2
15,2,5.5,2.3,1.1,1.6,1.8,3.4,3.3,0.7,0.7,7.9,10,4.4,Urban,1,0,78.6,15.8
59,0,6.3,3.4,1.2,1.1,1.7,0.9,1.8,4.2,0.0,8.7,4,1.8,Urban,0,1,103.0,4.6
35,0,5.3,2.0,2.5,0.6,3.0,3.8,2.6,2.2,0.9,3.6,4,3.3,Urban,0,0,144.8,11.0
58,0,4.9,3.5,2.0,1.8,0.8,0.3,0.5,0.6,0.2,7.9,10,3.2,Suburban,0,0,132.5,4.3
55,1,4.1,1.3,2.9,0.9,1.4,1.9,3.0,1.9,1.6,5.0,9,5.3,Rural,0,1,171.0,0.0
59,1,7.7,4.1,1.3,0.9,1.7,0.7,2.3,5.3,2.1,6.7,2,4.3,Rural,1,0,100.9,11.5
57,1,5.7,1.7,2.7,0.3,1.5,2.8,0.8,2.6,0.5,6.8,7,1.7,Suburban,1,1,123.5,7.1
30,0,5.4,4.2,0.0,1.4,0.3,0.8,3.3,1.7,1.4,7.2,3,4.2,Urban,0,0,152.6,2.4
50,0,5.6,2.4,1.8,1.4,0.0,1.3,0.5,3.2,1.2,6.4,4,2.3,Suburban,1,0,154.3,20.4
47,0,4.6,1.8,1.4,0.6,0.0,0.9,0.0,1.9,0.5,6.5,1,1.4,Urban,0,1,280.2,2.7
63,1,5.4,5.4,1.5,1.9,2.2,0.6,3.0,1.8,0.0,6.9,3,4.1,Rural,1,1,189.2,11.2
27,1,6.4,3.3,1.9,0.7,0.7,1.1,2.5,1.6,0.2,6.1,2,3.4,Urban,0,0,73.0,18.6
37,0,3.9,2.5,3.1,1.3,2.0,1.9,0.5,3.6,0.4,4.2,10,0.6,Suburban,0,0,99.2,8.0
49,0,4.2,4.1,0.8,1.1,1.6,1.9,2.4,2.8,1.3,6.5,7,2.0,Urban,1,1,81.9,4.1
40,0,8.8,1.0,0.0,0.0,0.5,1.7,3.4,4.3,1.4,5.6,6,4.5,Urban,1,1,230.7,12.4
22,1,5.3,4.7,1.0,1.3,0.6,1.2,2.3,2.9,2.4,5.5,1,3.8,Suburban,0,1,96.5,13.6
51,0,4.9,2.8,3.0,1.2,1.6,1.6,4.9,4.5,0.2,5.4,8,3.9,Suburban,1,1,179.4,17.0
29,1,3.3,3.9,0.4,0.1,1.6,0.1,1.0,3.3,0.4,4.1,9,6.7,Suburban,1,1,174.4,25.0
51,2,7.7,0.7,1.4,1.8,2.0,1.2,0.0,2.2,0.6,6.0,1,5.0,Suburban,0,0,76.7,6.3
34,1,3.9,2.4,2.8,1.2,1.0,1.7,0.3,2.3,1.0,6.5,5,2.8,Urban,0,1,129.1,11.6
38,0,6.0,3.0,1.9,1.6,0.7,2.4,0.0,4.9,1.4,7.4,7,2.2,Rural,0,1,136.8,0.0
56,1,2.6,4.5,3.1,0.1,1.6,2.2,4.6,4.2,1.6,5.8,2,1.6,Rural,1,1,71.0,15.3
37,2,7.6,4.0,0.0,0.8,2.9,0.5,2.0,4.5,0.0,8.4,6,2.1,Urban,1,0,239.2,11.5
29,0,8.4,2.4,1.7,1.6,0.0,2.5,4.3,1.2,2.4,7.2,8,0.0,Rural,0,1,158.5,8.6
25,1,7.0,3.5,3.3,0.2,0.7,2.1,1.6,0.1,1.7,5.2,8,0.6,Rural,1,1,229.7,5.1
32,1,2.9,4.9,0.9,0.8,2.1,3.7,0.9,1.4,2.1,5.9,10,4.3,Suburban,1,1,260.4,7.2
37,1,7.7,2.7,3.0,1.2,1.7,0.2,0.0,2.7,0.0,8.9,10,6.1,Urban,0,0,158.0,11.9
16,1,4.3,2.5,1.8,0.1,2.1,1.8,1.5,1.7,2.0,7.4,8,3.1,Suburban,0,1,168.7,2.3
22,2,3.7,0.2,2.4,0.3,1.1,3.2,3.0,2.5,0.2,5.9,6,1.6,Urban,0,1,110.6,7.5
15,1,5.2,2.6,3.3,1.7,0.0,1.6,1.7,1.9,0.7,7.6,6,0.0,Suburban,0,1,216.7,10.1
53,0,5.2,0.4,2.4,1.0,3.2,0.9,0.1,0.2,2.6,5.0,3,6.4,Suburban,1,1,147.6,0.0
57,0,5.0,2.8,1.4,1.6,2.6,1.0,2.8,3.1,1.9,5.8,2,0.3,Rural,0,1,128.8,1.6
30,0,8.5,4.5,2.6,1.1,1.5,2.9,3.0,2.5,0.5,3.7,5,0.1,Suburban,0,0,111.6,4.7
59,1,10.0,0.0,1.3,2.2,0.7,0.1,1.4,4.2,2.0,7.2,9,2.4,Urban,1,0,153.7,22.5
48,1,3.3,4.9,2.3,1.2,1.0,1.6,1.2,2.7,1.6,5.1,4,2.9,Suburban,0,0,181.1,3.4
59,0,4.6,2.5,0.7,1.6,1.7,0.9,0.0,3.5,0.8,6.4,5,3.0,Urban,0,1,160.2,9.6
34,2,6.3,3.0,2.0,0.9,1.2,1.0,2.8,1.4,1.7,4.6,6,1.3,Urban,0,0,173.1,1.7
46,1,5.2,2.2,3.2,1.1,1.5,2.5,1.4,3.0,0.8,6.7,6,3.8,Urban,0,1,139.2,3.8
59,1,6.8,0.4,1.7,1.3,3.1,1.5,0.0,3.6,1.6,6.4,4,2.0,Urban,1,1,175.2,0.0
20,0,7.8,1.8,3.1,1.4,2.4,2.3,0.2,3.2,1.6,4.7,4,2.0,Rural,0,1,173.7,15.4
52,2,7.5,6.1,5.1,1.0,0.3,0.5,2.7,2.2,1.7,5.9,8,2.4,Suburban,1,1,210.7,0.0
61,1,7.2,1.4,2.0,1.0,1.6,3.0,1.6,3.0,3.1,6.7,5,1.6,Suburban,0,1,190.3,17.3
56,1,9.3,0.6,2.6,1.3,1.0,2.3,0.6,3.3,2.1,7.0,5,0.5,Urban,0,1,157.7,13.7
31,0,2.8,3.2,2.5,1.3,1.8,3.5,2.1,4.1,2.2,8.4,9,0.6,Suburban,0,0,170.7,9.4
54,1,9.0,2.9,2.2,0.5,1.4,1.5,1.0,1.8,0.7,8.0,4,0.8,Suburban,1,0,92.4,17.5
53,1,5.2,2.5,2.8,1.1,4.5,2.5,1.2,1.0,0.0,5.7,7,3.9,Urban,0,0,213.9,34.8
49,0,7.6,3.0,1.8,1.2,1.9,2.9,1.7,1.4,1.0,5.7,5,3.8,Rural,0,0,137.5,13.8
